Site,Abundance,Species,rec,size_cat,REGION,SOURCE
TOML_D_TL_9B,1,OPH_010,44508,megafauna,EAST,LIT
TOML_D_TL_9B,1,POR_002,45578,megafauna,EAST,LIT
TOML_D_TL_9B,1,ACT_068,38588,megafauna,EAST,LIT
TOML_D_TL_9B,1,POR_002,45579,megafauna,EAST,LIT
TOML_D_TL_9B,1,POR_002,45580,megafauna,EAST,LIT
TOML_D_TL_9B,1,ANT_002,40017,megafauna,EAST,LIT
TOML_D_TL_9B,1,NEM_002,43496,megafauna,EAST,LIT
TOML_D_TL_9B,1,OPH_010,44509,megafauna,EAST,LIT
TOML_D_TL_9B,1,HOL_026,42640,megafauna,EAST,LIT
TOML_D_TL_9B,1,HEX_002,41839,megafauna,EAST,LIT
TOML_D_TL_9B,1,HEX_034,42390,megafauna,EAST,LIT
TOML_D_TL_9B,1,AST_004,40611,megafauna,EAST,LIT
TOML_D_TL_9B,1,BRY_002,40832,megafauna,EAST,LIT
TOML_D_TL_9B,1,ANT_010,40225,megafauna,EAST,LIT
TOML_D_TL_9B,1,OPH_010,44510,megafauna,EAST,LIT
TOML_D_TL_9B,1,HOL_104,43472,megafauna,EAST,LIT
TOML_D_TL_9B,1,OPH_010,44511,megafauna,EAST,LIT
TOML_D_TL_9B,1,POR_002,45581,megafauna,EAST,LIT
TOML_D_TL_9B,1,OPH_010,44512,megafauna,EAST,LIT
TOML_D_TL_9B,1,OPH_010,44513,megafauna,EAST,LIT
TOML_D_TL_9B,1,ANT_002,40018,megafauna,EAST,LIT
TOML_D_TL_9B,1,ART_027,40442,megafauna,EAST,LIT
TOML_D_TL_9B,1,POR_002,45582,megafauna,EAST,LIT
TOML_D_TL_10,1,URC_004,47122,megafauna,EAST,LIT
TOML_D_TL_10,1,BRY_002,40839,megafauna,EAST,LIT
TOML_D_TL_10,1,HEX_002,41840,megafauna,EAST,LIT
TOML_D_TL_10,1,OPH_010,44594,megafauna,EAST,LIT
TOML_D_TL_9B,1,OPH_010,44514,megafauna,EAST,LIT
TOML_D_TL_10,1,ANT_002,40037,megafauna,EAST,LIT
TOML_D_TL_10,1,OPH_010,44595,megafauna,EAST,LIT
TOML_D_TL_9B,1,OPH_010,44515,megafauna,EAST,LIT
TOML_D_TL_10,1,BRY_003,40966,megafauna,EAST,LIT
TOML_D_TL_10,1,CRI_009,41443,megafauna,EAST,LIT
TOML_D_TL_9B,1,CRI_022,41467,megafauna,EAST,LIT
TOML_D_TL_10,1,BRY_006,41044,megafauna,EAST,LIT
TOML_D_TL_10,1,URC_003,46983,megafauna,EAST,LIT
TOML_D_TL_10,1,DEC_008,41615,megafauna,EAST,LIT
TOML_D_TL_10,1,HOL_009,42575,megafauna,EAST,LIT
TOML_D_TL_10,1,URC_003,46984,megafauna,EAST,LIT
TOML_D_TL_9B,1,ACT_022,38063,megafauna,EAST,LIT
TOML_D_TL_9B,1,OPH_010,44516,megafauna,EAST,LIT
TOML_D_TL_9B,1,URC_003,46969,megafauna,EAST,LIT
TOML_D_TL_10,1,ALC_018,38939,megafauna,EAST,LIT
TOML_D_TL_10,2,OPH_010,44596,megafauna,EAST,LIT
TOML_D_TL_10,1,ACT_010,37341,megafauna,EAST,LIT
TOML_D_TL_10,1,BRY_003,40967,megafauna,EAST,LIT
TOML_D_TL_10,1,OPH_010,44597,megafauna,EAST,LIT
TOML_D_TL_10,1,ANT_002,40038,megafauna,EAST,LIT
TOML_D_TL_10,2,OPH_010,44598,megafauna,EAST,LIT
TOML_D_TL_9B,1,OPH_010,44517,megafauna,EAST,LIT
TOML_D_TL_9B,1,POR_002,45583,megafauna,EAST,LIT
TOML_D_TL_10,1,BRY_002,40840,megafauna,EAST,LIT
TOML_D_TL_10,1,BRY_003,40968,megafauna,EAST,LIT
TOML_D_TL_10,1,CRI_001,41401,megafauna,EAST,LIT
TOML_D_TL_10,1,ACT_004,37159,megafauna,EAST,LIT
TOML_D_TL_10,1,ANT_002,40039,megafauna,EAST,LIT
TOML_D_TL_10,1,HEX_030,42340,megafauna,EAST,LIT
TOML_D_TL_10,1,OPH_010,44599,megafauna,EAST,LIT
TOML_D_TL_9B,1,CRI_007,41412,megafauna,EAST,LIT
TOML_D_TL_9B,1,OPH_010,44518,megafauna,EAST,LIT
TOML_D_TL_10,1,ACT_022,38081,megafauna,EAST,LIT
TOML_D_TL_10,1,ANT_002,40040,megafauna,EAST,LIT
TOML_D_TL_10,1,OPH_010,44600,megafauna,EAST,LIT
TOML_D_TL_9B,1,AST_004,40612,megafauna,EAST,LIT
TOML_D_TL_10,1,HOL_062,42772,megafauna,EAST,LIT
TOML_D_TL_10,1,BRY_003,40969,megafauna,EAST,LIT
TOML_D_TL_10,1,BRY_003,40970,megafauna,EAST,LIT
TOML_D_TL_10,1,OPH_010,44601,megafauna,EAST,LIT
TOML_D_TL_10,1,OPH_010,44602,megafauna,EAST,LIT
TOML_D_TL_10,1,ACT_022,38082,megafauna,EAST,LIT
TOML_D_TL_10,1,OPH_010,44603,megafauna,EAST,LIT
TOML_D_TL_9B,1,AST_004,40613,megafauna,EAST,LIT
TOML_D_TL_10,2,ANT_002,40041,megafauna,EAST,LIT
TOML_D_TL_9B,1,ACT_004,37152,megafauna,EAST,LIT
TOML_D_TL_10,1,ACT_022,38083,megafauna,EAST,LIT
TOML_D_TL_9B,1,ANT_002,40019,megafauna,EAST,LIT
TOML_D_TL_10,1,OPH_010,44604,megafauna,EAST,LIT
TOML_D_TL_10,1,ACT_032,38172,megafauna,EAST,LIT
TOML_D_TL_10,1,ART_028,40445,megafauna,EAST,LIT
TOML_D_TL_10,1,CHO_006,41243,megafauna,EAST,LIT
TOML_D_TL_10,1,OPH_010,44605,megafauna,EAST,LIT
TOML_D_TL_10,1,POR_002,45608,megafauna,EAST,LIT
TOML_D_TL_9B,1,HEX_015,42169,megafauna,EAST,LIT
TOML_D_TL_10,1,ACT_032,38173,megafauna,EAST,LIT
TOML_D_TL_10,1,ACT_022,38084,megafauna,EAST,LIT
TOML_D_TL_10,1,ALC_009,38917,megafauna,EAST,LIT
TOML_D_TL_10,1,BRY_003,40971,megafauna,EAST,LIT
TOML_D_TL_10,1,ANT_002,40042,megafauna,EAST,LIT
TOML_D_TL_9B,1,OPH_010,44519,megafauna,EAST,LIT
TOML_D_TL_9B,2,AST_004,40614,megafauna,EAST,LIT
TOML_D_TL_10,1,DEC_005,41532,megafauna,EAST,LIT
TOML_D_TL_9B,1,POR_002,45584,megafauna,EAST,LIT
TOML_D_TL_10,1,ACT_022,38085,megafauna,EAST,LIT
TOML_D_TL_10,1,BRY_002,40841,megafauna,EAST,LIT
TOML_D_TL_10,2,OPH_010,44606,megafauna,EAST,LIT
TOML_D_TL_9B,1,OPH_010,44520,megafauna,EAST,LIT
TOML_D_TL_9B,1,POR_037,45764,megafauna,EAST,LIT
TOML_D_TL_10,1,ANT_002,40043,megafauna,EAST,LIT
TOML_D_TL_10,1,ALC_004,38784,megafauna,EAST,LIT
TOML_D_TL_9B,1,ANT_002,40020,megafauna,EAST,LIT
TOML_D_TL_10,1,ANN_003,39470,megafauna,EAST,LIT
TOML_D_TL_10,2,POR_002,45609,megafauna,EAST,LIT
TOML_D_TL_10,1,DEC_008,41616,megafauna,EAST,LIT
TOML_D_TL_10,1,OPH_010,44607,megafauna,EAST,LIT
TOML_D_TL_10,1,ACT_022,38086,megafauna,EAST,LIT
TOML_D_TL_10,1,ACT_061,38442,megafauna,EAST,LIT
TOML_D_TL_10,1,URC_003,46985,megafauna,EAST,LIT
TOML_D_TL_10,1,ACT_004,37160,megafauna,EAST,LIT
TOML_D_TL_10,1,BRY_005,41025,megafauna,EAST,LIT
TOML_D_TL_10,2,POR_002,45610,megafauna,EAST,LIT
TOML_D_TL_10,1,CRI_009,41444,megafauna,EAST,LIT
TOML_D_TL_10,1,OPH_010,44608,megafauna,EAST,LIT
TOML_D_TL_10,1,HEX_014,41952,megafauna,EAST,LIT
TOML_D_TL_9B,1,AST_004,40615,megafauna,EAST,LIT
TOML_D_TL_10,1,OPH_010,44609,megafauna,EAST,LIT
TOML_D_TL_10,2,URC_003,46986,megafauna,EAST,LIT
TOML_D_TL_10,1,ANT_002,40044,megafauna,EAST,LIT
TOML_D_TL_9B,1,ANT_006,40199,megafauna,EAST,LIT
TOML_D_TL_10,1,ACT_004,37161,megafauna,EAST,LIT
TOML_D_TL_10,1,URC_003,46987,megafauna,EAST,LIT
TOML_D_TL_9B,1,ANN_003,39462,megafauna,EAST,LIT
TOML_D_TL_10,1,ACT_019,37571,megafauna,EAST,LIT
TOML_D_TL_10,1,HEX_022,42243,megafauna,EAST,LIT
TOML_D_TL_10,1,HEX_015,42171,megafauna,EAST,LIT
TOML_D_TL_10,1,URC_003,46988,megafauna,EAST,LIT
TOML_D_TL_9B,1,HEX_015,42170,megafauna,EAST,LIT
TOML_D_TL_10,1,ANT_002,40045,megafauna,EAST,LIT
TOML_D_TL_10,1,ANT_002,40046,megafauna,EAST,LIT
TOML_D_TL_10,1,ALC_030,38996,megafauna,EAST,LIT
TOML_D_TL_10,1,HOL_095,43349,megafauna,EAST,LIT
TOML_D_TL_10,1,OPH_010,44610,megafauna,EAST,LIT
TOML_D_TL_10,1,ACT_022,38087,megafauna,EAST,LIT
TOML_D_TL_10,1,HEX_019,42222,megafauna,EAST,LIT
TOML_D_TL_10,1,OPH_010,44611,megafauna,EAST,LIT
TOML_D_TL_9B,1,POR_002,45585,megafauna,EAST,LIT
TOML_D_TL_10,1,URC_003,46989,megafauna,EAST,LIT
TOML_D_TL_9B,2,AST_004,40616,megafauna,EAST,LIT
TOML_D_TL_9B,1,POR_002,45586,megafauna,EAST,LIT
TOML_D_TL_10,1,HEX_015,42172,megafauna,EAST,LIT
TOML_D_TL_10,1,OPH_020,45099,megafauna,EAST,LIT
TOML_D_TL_10,1,URC_003,46990,megafauna,EAST,LIT
TOML_D_TL_9B,1,AST_004,40617,megafauna,EAST,LIT
TOML_D_TL_10,1,OPH_010,44612,megafauna,EAST,LIT
TOML_D_TL_10,1,ACT_022,38088,megafauna,EAST,LIT
TOML_D_TL_10,1,ANT_002,40047,megafauna,EAST,LIT
TOML_D_TL_9B,1,OPH_010,44521,megafauna,EAST,LIT
TOML_D_TL_10,1,URC_003,46991,megafauna,EAST,LIT
TOML_D_TL_10,1,ALC_004,38785,megafauna,EAST,LIT
TOML_D_TL_9B,1,URC_003,46970,megafauna,EAST,LIT
TOML_D_TL_10,1,OPH_010,44613,megafauna,EAST,LIT
TOML_D_TL_9B,1,DEC_024,41638,megafauna,EAST,LIT
TOML_D_TL_10,1,ACT_022,38089,megafauna,EAST,LIT
TOML_D_TL_10,1,ANT_006,40200,megafauna,EAST,LIT
TOML_D_TL_10,1,OPH_010,44614,megafauna,EAST,LIT
TOML_D_TL_9B,1,URC_003,46971,megafauna,EAST,LIT
TOML_D_TL_10,1,ACT_004,37162,megafauna,EAST,LIT
TOML_D_TL_10,1,ANT_006,40201,megafauna,EAST,LIT
TOML_D_TL_10,1,OPH_010,44615,megafauna,EAST,LIT
TOML_D_TL_10,1,DES_002,41708,megafauna,EAST,LIT
TOML_D_TL_10,1,OPH_010,44616,megafauna,EAST,LIT
TOML_D_TL_9B,1,ALC_008,38844,megafauna,EAST,LIT
TOML_D_TL_9B,1,POR_002,45587,megafauna,EAST,LIT
TOML_D_TL_9B,1,POR_012,45673,megafauna,EAST,LIT
TOML_D_TL_10,2,ACT_022,38090,megafauna,EAST,LIT
TOML_D_TL_10,1,ANN_003,39471,megafauna,EAST,LIT
TOML_D_TL_9B,2,AST_004,40618,megafauna,EAST,LIT
TOML_D_TL_9B,1,HOL_029,42672,megafauna,EAST,LIT
TOML_D_TL_10,1,ALC_030,38997,megafauna,EAST,LIT
TOML_D_TL_10,1,BRY_003,40972,megafauna,EAST,LIT
TOML_D_TL_10,1,BRY_005,41026,megafauna,EAST,LIT
TOML_D_TL_10,1,OPH_014,45020,megafauna,EAST,LIT
TOML_D_TL_10,1,URC_003,46992,megafauna,EAST,LIT
TOML_D_TL_9B,1,HOL_023,42609,megafauna,EAST,LIT
TOML_D_TL_9B,1,OPH_010,44522,megafauna,EAST,LIT
TOML_D_TL_10,1,POR_002,45611,megafauna,EAST,LIT
TOML_D_TL_9B,1,POR_002,45588,megafauna,EAST,LIT
TOML_D_TL_10,1,OPH_010,44617,megafauna,EAST,LIT
TOML_D_TL_10,1,BRY_003,40973,megafauna,EAST,LIT
TOML_D_TL_9B,1,ALC_030,38992,megafauna,EAST,LIT
TOML_D_TL_9B,1,HEX_014,41951,megafauna,EAST,LIT
TOML_D_TL_10,1,OPH_010,44618,megafauna,EAST,LIT
TOML_D_TL_10,1,ALC_030,38998,megafauna,EAST,LIT
TOML_D_TL_10,1,ANT_002,40048,megafauna,EAST,LIT
TOML_D_TL_10,1,HEX_030,42341,megafauna,EAST,LIT
TOML_D_TL_10,1,URC_003,46993,megafauna,EAST,LIT
TOML_D_TL_9B,1,ANT_002,40021,megafauna,EAST,LIT
TOML_D_TL_10,1,OPH_010,44619,megafauna,EAST,LIT
TOML_D_TL_9B,1,OPH_010,44523,megafauna,EAST,LIT
TOML_D_TL_10,1,URC_003,46994,megafauna,EAST,LIT
TOML_D_TL_10,1,OPH_010,44620,megafauna,EAST,LIT
TOML_D_TL_9B,1,POR_011,45667,megafauna,EAST,LIT
TOML_D_TL_10,1,HOL_094,43346,megafauna,EAST,LIT
TOML_D_TL_9B,1,OPH_010,44524,megafauna,EAST,LIT
TOML_D_TL_10,1,ACT_004,37163,megafauna,EAST,LIT
TOML_D_TL_9B,1,AST_002,40509,megafauna,EAST,LIT
TOML_D_TL_10,1,ANT_002,40049,megafauna,EAST,LIT
TOML_D_TL_10,1,ALC_009,38918,megafauna,EAST,LIT
TOML_D_TL_10,1,HEX_004,41866,megafauna,EAST,LIT
TOML_D_TL_10,2,OPH_020,45100,megafauna,EAST,LIT
TOML_D_TL_10,1,POR_022,45706,megafauna,EAST,LIT
TOML_D_TL_9B,1,OPH_010,44525,megafauna,EAST,LIT
TOML_D_TL_10,1,OPH_010,44621,megafauna,EAST,LIT
TOML_D_TL_10,1,HOL_104,43475,megafauna,EAST,LIT
TOML_D_TL_10,1,BRY_002,40842,megafauna,EAST,LIT
TOML_D_TL_9B,1,ANN_003,39463,megafauna,EAST,LIT
TOML_D_TL_10,1,ACT_067,38479,megafauna,EAST,LIT
TOML_D_TL_10,1,BRY_002,40843,megafauna,EAST,LIT
TOML_D_TL_10,1,OPH_010,44622,megafauna,EAST,LIT
TOML_D_TL_10,1,BRY_003,40974,megafauna,EAST,LIT
TOML_D_TL_10,1,ART_001,40350,megafauna,EAST,LIT
TOML_D_TL_10,1,ART_029,40456,megafauna,EAST,LIT
TOML_D_TL_10,2,BRY_002,40844,megafauna,EAST,LIT
TOML_D_TL_10,2,CRI_019,41463,megafauna,EAST,LIT
TOML_D_TL_10,1,OPH_010,44623,megafauna,EAST,LIT
TOML_D_TL_10,1,HEX_008,41920,megafauna,EAST,LIT
TOML_D_TL_9B,1,ART_001,40347,megafauna,EAST,LIT
TOML_D_TL_10,1,BRY_009,41108,megafauna,EAST,LIT
TOML_D_TL_9B,1,POR_002,45589,megafauna,EAST,LIT
TOML_D_TL_10,1,BRY_001,40736,megafauna,EAST,LIT
TOML_D_TL_10,1,POR_002,45612,megafauna,EAST,LIT
TOML_D_TL_10,1,BRY_009,41109,megafauna,EAST,LIT
TOML_D_TL_10,1,ACT_022,38091,megafauna,EAST,LIT
TOML_D_TL_9B,1,ALC_030,38993,megafauna,EAST,LIT
TOML_D_TL_9B,1,OPH_010,44526,megafauna,EAST,LIT
TOML_D_TL_9B,1,URC_003,46972,megafauna,EAST,LIT
TOML_D_TL_10,1,POR_002,45613,megafauna,EAST,LIT
TOML_D_TL_10,1,HEX_024,42251,megafauna,EAST,LIT
TOML_D_TL_10,1,HEX_024,42252,megafauna,EAST,LIT
TOML_D_TL_9B,1,ACT_002,36809,megafauna,EAST,LIT
TOML_D_TL_9B,1,URC_003,46973,megafauna,EAST,LIT
TOML_D_TL_10,1,HEX_014,41953,megafauna,EAST,LIT
TOML_D_TL_10,1,POR_057,45778,megafauna,EAST,LIT
TOML_D_TL_10,1,URC_003,46995,megafauna,EAST,LIT
TOML_D_TL_10,1,ACT_004,37164,megafauna,EAST,LIT
TOML_D_TL_9B,1,ACT_022,38064,megafauna,EAST,LIT
TOML_D_TL_9B,1,POR_002,45590,megafauna,EAST,LIT
TOML_D_TL_10,1,ACT_010,37342,megafauna,EAST,LIT
TOML_D_TL_10,1,AST_002,40511,megafauna,EAST,LIT
TOML_D_TL_10,1,DEC_007,41593,megafauna,EAST,LIT
TOML_D_TL_10,1,URC_003,46996,megafauna,EAST,LIT
TOML_D_TL_10,1,ACT_004,37165,megafauna,EAST,LIT
TOML_D_TL_10,1,HEX_005,41899,megafauna,EAST,LIT
TOML_D_TL_9B,1,HOL_062,42770,megafauna,EAST,LIT
TOML_D_TL_9B,1,HOL_104,43473,megafauna,EAST,LIT
TOML_D_TL_9B,1,POR_002,45591,megafauna,EAST,LIT
TOML_D_TL_9B,2,OPH_010,44527,megafauna,EAST,LIT
TOML_D_TL_10,1,HEX_004,41867,megafauna,EAST,LIT
TOML_D_TL_9B,1,OPH_010,44528,megafauna,EAST,LIT
TOML_D_TL_10,1,ACT_022,38092,megafauna,EAST,LIT
TOML_D_TL_10,1,HEX_014,41954,megafauna,EAST,LIT
TOML_D_TL_10,1,OPH_010,44624,megafauna,EAST,LIT
TOML_D_TL_10,1,URC_003,46997,megafauna,EAST,LIT
TOML_D_TL_9B,1,URC_003,46974,megafauna,EAST,LIT
TOML_D_TL_10,1,HEX_019,42223,megafauna,EAST,LIT
TOML_D_TL_10,1,OPH_020,45101,megafauna,EAST,LIT
TOML_D_TL_9B,1,POR_002,45592,megafauna,EAST,LIT
TOML_D_TL_9B,1,ACT_009,37265,megafauna,EAST,LIT
TOML_D_TL_9B,1,DEC_001,41503,megafauna,EAST,LIT
TOML_D_TL_9B,1,HOL_062,42771,megafauna,EAST,LIT
TOML_D_TL_9B,1,OPH_010,44529,megafauna,EAST,LIT
TOML_D_TL_9B,1,BRY_003,40962,megafauna,EAST,LIT
TOML_D_TL_9B,1,ANT_002,40022,megafauna,EAST,LIT
TOML_D_TL_9B,1,OPH_010,44530,megafauna,EAST,LIT
TOML_D_TL_9B,1,URC_003,46975,megafauna,EAST,LIT
TOML_D_TL_10,1,ACT_022,38093,megafauna,EAST,LIT
TOML_D_TL_10,1,OPH_010,44625,megafauna,EAST,LIT
TOML_D_TL_9B,1,OPH_010,44531,megafauna,EAST,LIT
TOML_D_TL_9B,1,ANT_002,40023,megafauna,EAST,LIT
TOML_D_TL_9B,1,OPH_010,44532,megafauna,EAST,LIT
TOML_D_TL_9B,1,URC_004,47119,megafauna,EAST,LIT
TOML_D_TL_10,1,OPH_010,44626,megafauna,EAST,LIT
TOML_D_TL_9B,1,CHO_016,41335,megafauna,EAST,LIT
TOML_D_TL_10,1,CHO_006,41244,megafauna,EAST,LIT
TOML_D_TL_10,1,OPH_014,45021,megafauna,EAST,LIT
TOML_D_TL_9B,1,URC_003,46976,megafauna,EAST,LIT
TOML_D_TL_10,1,CRI_009,41445,megafauna,EAST,LIT
TOML_D_TL_10,1,DEC_007,41594,megafauna,EAST,LIT
TOML_D_TL_10,1,OPH_010,44627,megafauna,EAST,LIT
TOML_D_TL_9B,1,ANT_003,40134,megafauna,EAST,LIT
TOML_D_TL_9B,1,HEX_007,41903,megafauna,EAST,LIT
TOML_D_TL_9B,1,POR_002,45593,megafauna,EAST,LIT
TOML_D_TL_10,1,ANN_003,39472,megafauna,EAST,LIT
TOML_D_TL_10,2,BRY_003,40975,megafauna,EAST,LIT
TOML_D_TL_10,1,HEX_008,41921,megafauna,EAST,LIT
TOML_D_TL_9B,1,OPH_010,44533,megafauna,EAST,LIT
TOML_D_TL_10,1,ANT_002,40050,megafauna,EAST,LIT
TOML_D_TL_10,1,BRY_002,40845,megafauna,EAST,LIT
TOML_D_TL_9B,1,BRY_002,40833,megafauna,EAST,LIT
TOML_D_TL_9B,1,POR_085,45815,megafauna,EAST,LIT
TOML_D_TL_10,1,ACT_004,37166,megafauna,EAST,LIT
TOML_D_TL_10,1,ALC_008,38845,megafauna,EAST,LIT
TOML_D_TL_9B,1,DEC_007,41591,megafauna,EAST,LIT
TOML_D_TL_9B,1,OPH_010,44534,megafauna,EAST,LIT
TOML_D_TL_9B,1,URC_003,46977,megafauna,EAST,LIT
TOML_D_TL_9B,1,OPH_010,44535,megafauna,EAST,LIT
TOML_D_TL_9B,1,BRY_001,40734,megafauna,EAST,LIT
TOML_D_TL_9B,1,BRY_002,40834,megafauna,EAST,LIT
TOML_D_TL_9B,1,POR_002,45594,megafauna,EAST,LIT
TOML_D_TL_9B,1,ACT_009,37266,megafauna,EAST,LIT
TOML_D_TL_9B,1,OPH_010,44536,megafauna,EAST,LIT
TOML_D_TL_9B,1,URC_004,47120,megafauna,EAST,LIT
TOML_D_TL_10,1,OPH_010,44628,megafauna,EAST,LIT
TOML_D_TL_10,1,POR_002,45614,megafauna,EAST,LIT
TOML_D_TL_10,1,ACT_019,37572,megafauna,EAST,LIT
TOML_D_TL_9B,2,OPH_010,44537,megafauna,EAST,LIT
TOML_D_TL_10,1,ANT_002,40051,megafauna,EAST,LIT
TOML_D_TL_10,1,BRY_002,40846,megafauna,EAST,LIT
TOML_D_TL_10,1,BRY_003,40976,megafauna,EAST,LIT
TOML_D_TL_10,1,OPH_002,43593,megafauna,EAST,LIT
TOML_D_TL_10,1,ACT_022,38094,megafauna,EAST,LIT
TOML_D_TL_10,1,ACT_004,37167,megafauna,EAST,LIT
TOML_D_TL_10,1,BRY_003,40977,megafauna,EAST,LIT
TOML_D_TL_10,1,HEX_013,41938,megafauna,EAST,LIT
TOML_D_TL_10,1,OPH_010,44629,megafauna,EAST,LIT
TOML_D_TL_10,1,HEX_029,42271,megafauna,EAST,LIT
TOML_D_TL_10,1,OPH_010,44630,megafauna,EAST,LIT
TOML_D_TL_9B,1,ALC_004,38782,megafauna,EAST,LIT
TOML_D_TL_9B,1,OPH_010,44538,megafauna,EAST,LIT
TOML_D_TL_10,1,ACT_004,37168,megafauna,EAST,LIT
TOML_D_TL_9B,1,ACT_019,37568,megafauna,EAST,LIT
TOML_D_TL_9B,1,OPH_010,44539,megafauna,EAST,LIT
TOML_D_TL_10,1,ALC_004,38786,megafauna,EAST,LIT
TOML_D_TL_9B,1,CRI_028,41480,megafauna,EAST,LIT
TOML_D_TL_9B,1,OPH_010,44540,megafauna,EAST,LIT
TOML_D_TL_10,1,ACT_022,38095,megafauna,EAST,LIT
TOML_D_TL_10,1,CER_001,41134,megafauna,EAST,LIT
TOML_D_TL_9B,1,ART_001,40348,megafauna,EAST,LIT
TOML_D_TL_9B,1,OPH_010,44541,megafauna,EAST,LIT
TOML_D_TL_9B,1,URC_003,46978,megafauna,EAST,LIT
TOML_D_TL_9B,1,URC_003,46979,megafauna,EAST,LIT
TOML_D_TL_10,1,OPH_010,44631,megafauna,EAST,LIT
TOML_D_TL_9B,1,ACT_022,38065,megafauna,EAST,LIT
TOML_D_TL_9B,1,OPH_010,44542,megafauna,EAST,LIT
TOML_D_TL_9B,1,OPH_020,45096,megafauna,EAST,LIT
TOML_D_TL_10,1,URC_004,47123,megafauna,EAST,LIT
TOML_D_TL_9B,1,ACT_022,38066,megafauna,EAST,LIT
TOML_D_TL_10,1,OPH_010,44632,megafauna,EAST,LIT
TOML_D_TL_9B,1,ACT_061,38441,megafauna,EAST,LIT
TOML_D_TL_9B,1,ANT_002,40024,megafauna,EAST,LIT
TOML_D_TL_9B,1,OPH_010,44543,megafauna,EAST,LIT
TOML_D_TL_10,1,OPH_010,44633,megafauna,EAST,LIT
TOML_D_TL_9B,1,ACT_022,38067,megafauna,EAST,LIT
TOML_D_TL_9B,1,AST_002,40510,megafauna,EAST,LIT
TOML_D_TL_9B,1,OPH_010,44544,megafauna,EAST,LIT
TOML_D_TL_10,1,ANT_002,40052,megafauna,EAST,LIT
TOML_D_TL_9B,1,ACT_022,38068,megafauna,EAST,LIT
TOML_D_TL_9B,1,BRY_002,40835,megafauna,EAST,LIT
TOML_D_TL_9B,1,OPH_010,44545,megafauna,EAST,LIT
TOML_D_TL_10,1,AST_014,40665,megafauna,EAST,LIT
TOML_D_TL_9B,1,POR_037,45765,megafauna,EAST,LIT
TOML_D_TL_9B,1,OPH_010,44546,megafauna,EAST,LIT
TOML_D_TL_10,1,POR_037,45766,megafauna,EAST,LIT
TOML_D_TL_9B,1,ART_001,40349,megafauna,EAST,LIT
TOML_D_TL_9B,1,HEX_008,41919,megafauna,EAST,LIT
TOML_D_TL_9B,1,URC_003,46980,megafauna,EAST,LIT
TOML_D_TL_10,1,URC_003,46998,megafauna,EAST,LIT
TOML_D_TL_10,2,OPH_010,44634,megafauna,EAST,LIT
TOML_D_TL_9B,1,ACT_022,38069,megafauna,EAST,LIT
TOML_D_TL_9B,1,HOL_044,42754,megafauna,EAST,LIT
TOML_D_TL_9B,1,OPH_010,44547,megafauna,EAST,LIT
TOML_D_TL_9B,1,POR_002,45595,megafauna,EAST,LIT
TOML_D_TL_9B,1,ACT_002,36810,megafauna,EAST,LIT
TOML_D_TL_9B,1,ANN_003,39464,megafauna,EAST,LIT
TOML_D_TL_9B,1,BRY_002,40836,megafauna,EAST,LIT
TOML_D_TL_10,1,URC_003,46999,megafauna,EAST,LIT
TOML_D_TL_9B,1,BRY_003,40963,megafauna,EAST,LIT
TOML_D_TL_9B,1,OPH_010,44548,megafauna,EAST,LIT
TOML_D_TL_9B,1,ALC_030,38994,megafauna,EAST,LIT
TOML_D_TL_9B,1,OPH_010,44549,megafauna,EAST,LIT
TOML_D_TL_9B,1,POR_002,45596,megafauna,EAST,LIT
TOML_D_TL_10,1,HOL_045,42758,megafauna,EAST,LIT
TOML_D_TL_9B,1,ACT_022,38070,megafauna,EAST,LIT
TOML_D_TL_9B,1,OPH_010,44550,megafauna,EAST,LIT
TOML_D_TL_9B,1,OPH_014,45019,megafauna,EAST,LIT
TOML_D_TL_9B,1,POR_002,45597,megafauna,EAST,LIT
TOML_D_TL_10,1,ACT_022,38096,megafauna,EAST,LIT
TOML_D_TL_10,1,ANT_002,40053,megafauna,EAST,LIT
TOML_D_TL_10,3,OPH_010,44635,megafauna,EAST,LIT
TOML_D_TL_10,1,ANT_006,40202,megafauna,EAST,LIT
TOML_D_TL_9B,2,OPH_010,44551,megafauna,EAST,LIT
TOML_D_TL_10,1,ANT_002,40054,megafauna,EAST,LIT
TOML_D_TL_9B,1,HOL_095,43348,megafauna,EAST,LIT
TOML_D_TL_9B,1,OPH_010,44552,megafauna,EAST,LIT
TOML_D_TL_9B,1,ACT_004,37153,megafauna,EAST,LIT
TOML_D_TL_9B,1,ANT_002,40025,megafauna,EAST,LIT
TOML_D_TL_10,2,OPH_010,44636,megafauna,EAST,LIT
TOML_D_TL_9B,1,ANT_002,40026,megafauna,EAST,LIT
TOML_D_TL_9B,1,ALC_009,38915,megafauna,EAST,LIT
TOML_D_TL_10,1,ACT_068,38589,megafauna,EAST,LIT
TOML_D_TL_10,1,OPH_010,44637,megafauna,EAST,LIT
TOML_D_TL_9B,1,POR_002,45598,megafauna,EAST,LIT
TOML_D_TL_10,1,ALC_009,38919,megafauna,EAST,LIT
TOML_D_TL_10,1,OPH_010,44638,megafauna,EAST,LIT
TOML_D_TL_10,1,ANT_002,40055,megafauna,EAST,LIT
TOML_D_TL_9B,1,POR_002,45599,megafauna,EAST,LIT
TOML_D_TL_10,1,ANT_002,40056,megafauna,EAST,LIT
